source,state,generation,year,month
solar,Bihar,9.31,2016-17,January
solar,Bihar,1.64,2016-17,July
solar,Bihar,1.95,2016-17,June
solar,Bihar,13.79,2016-17,March
solar,Bihar,2.12,2016-17,May
solar,Bihar,39.75,2016-17,November
solar,Bihar,8.34,2016-17,October
solar,Bihar,5.26,2016-17,September
solar,Bihar,12.59,2017-18,April
solar,Bihar,10.14,2017-18,August
solar,Bihar,9.8,2017-18,December
solar,Bihar,12.37,2017-18,February
solar,Bihar,12.1,2017-18,January
solar,Bihar,10.29,2017-18,July
solar,Bihar,13.37,2017-18,June
solar,Bihar,20.83,2017-18,March
solar,Bihar,11.83,2017-18,May
solar,Bihar,6.15,2017-18,November
solar,Bihar,9.59,2017-18,October
solar,Bihar,10.25,2017-18,September
solar,Bihar,19.22,2018-19,April
solar,Bihar,14.01,2018-19,August
solar,Bihar,13.84,2018-19,December
solar,Bihar,15.41,2018-19,February
solar,Bihar,15.41,2018-19,January
solar,Bihar,11.59,2018-19,July
solar,Bihar,0.0,2018-19,June
solar,Bihar,22.42,2018-19,March
solar,Bihar,17.91,2018-19,May
solar,Bihar,16.11,2018-19,November
solar,Bihar,17.45,2018-19,October
solar,Bihar,15.64,2018-19,September
solar,Bihar,17.86,2019-20,April
solar,Bihar,14.11,2019-20,August
solar,Bihar,10.79,2019-20,December
solar,Bihar,12.92,2019-20,February
solar,Bihar,10.79,2019-20,January
solar,Bihar,14.11,2019-20,July
solar,Bihar,17.36,2019-20,June
solar,Bihar,16.99,2019-20,March
solar,Bihar,2.73,2019-20,May
solar,Bihar,14.95,2019-20,November
solar,Bihar,13.78,2019-20,October
solar,Bihar,13.78,2019-20,September
solar,Bihar,16.26,2020-21,April
solar,Bihar,12.53,2020-21,August
solar,Bihar,11.55,2020-21,December
solar,Bihar,11.55,2020-21,February
solar,Bihar,11.55,2020-21,January
solar,Bihar,11.6,2020-21,July
solar,Bihar,16.31,2020-21,June
solar,Bihar,11.55,2020-21,March
solar,Bihar,20.17,2020-21,May
solar,Bihar,12.53,2020-21,November
solar,Bihar,12.53,2020-21,October
solar,Bihar,12.53,2020-21,September
solar,Bihar,11.55,2021-22,April
solar,Bihar,16.2,2021-22,August
solar,Bihar,11.92,2021-22,December
solar,Bihar,14.71,2021-22,February
solar,Bihar,11.43,2021-22,January
solar,Bihar,12.21,2021-22,July
solar,Bihar,12.44,2021-22,June
solar,Bihar,18.17,2021-22,March
solar,Bihar,14.59,2021-22,May
solar,Bihar,12.92,2021-22,November
solar,Bihar,14.18,2021-22,October
solar,Bihar,12.77,2021-22,September
solar,Bihar,15.85,2022-23,April
solar,Bihar,15.28,2022-23,August
solar,Bihar,12.29,2022-23,December
solar,Bihar,14.21,2022-23,February
solar,Bihar,12.61,2022-23,January
solar,Bihar,15.28,2022-23,July
solar,Bihar,13.93,2022-23,June
solar,Bihar,15.79,2022-23,March
solar,Bihar,16.43,2022-23,May
solar,Bihar,12.99,2022-23,November
solar,Bihar,14.89,2022-23,October
solar,Bihar,9.98,2022-23,September
solar,Bihar,16.37,2023-24,April
solar,Bihar,13.34,2023-24,August
solar,Bihar,14.96,2023-24,December
solar,Bihar,15.9,2023-24,February
solar,Bihar,15.9,2023-24,January
solar,Bihar,17.59,2023-24,July
solar,Bihar,16.37,2023-24,June
solar,Bihar,22.73,2023-24,March
solar,Bihar,16.37,2023-24,May
solar,Bihar,16.21,2023-24,November
solar,Bihar,19.19,2023-24,October
solar,Bihar,10.24,2023-24,September
solar,Bihar,22.28,2024-25,April
solar,Bihar,28.48,2024-25,August
solar,Bihar,25.39,2024-25,December
solar,Bihar,26.07,2024-25,February
solar,Bihar,26.07,2024-25,January
solar,Bihar,28.72,2024-25,July
solar,Bihar,31.64,2024-25,June
solar,Bihar,35.1,2024-25,March
solar,Bihar,24.08,2024-25,May
solar,Bihar,24.7,2024-25,November
solar,Bihar,25.16,2024-25,October
solar,Bihar,28.17,2024-25,September
solar,Bihar,31.04,2025-26,April
solar,Bihar,24.06,2025-26,August
solar,Bihar,21.32,2025-26,December
solar,Bihar,30.39,2025-26,February
solar,Bihar,27.27,2025-26,January
solar,Bihar,20.93,2025-26,July
solar,Bihar,25.88,2025-26,June
solar,Bihar,33.71,2025-26,March
solar,Bihar,32.04,2025-26,May
solar,Bihar,24.65,2025-26,November
solar,Bihar,25.13,2025-26,October
solar,Bihar,31.29,2025-26,September
solar,Bihar,31.69,2026-27,April
solar,Bihar,0.0,2026-27,August
solar,Bihar,0.0,2026-27,December
solar,Bihar,0.0,2026-27,February
solar,Bihar,0.0,2026-27,January
solar,Bihar,46.2,2026-27,July
solar,Bihar,29.6,2026-27,June
solar,Bihar,0.0,2026-27,March
solar,Bihar,34.3,2026-27,May
solar,Bihar,0.0,2026-27,November
solar,Bihar,0.0,2026-27,October
solar,Bihar,0.0,2026-27,September
solar,Chandigarh,0.29,2015-16,April
solar,Chandigarh,0.3,2015-16,August
solar,Chandigarh,0.18,2015-16,December
solar,Chandigarh,0.26,2015-16,February
solar,Chandigarh,0.19,2015-16,January
solar,Chandigarh,0.29,2015-16,July
solar,Chandigarh,0.34,2015-16,June
solar,Chandigarh,0.29,2015-16,March
solar,Chandigarh,0.37,2015-16,May
solar,Chandigarh,0.25,2015-16,November
solar,Chandigarh,0.32,2015-16,October
solar,Chandigarh,0.32,2015-16,September
solar,Chandigarh,0.35,2016-17,April
solar,Chandigarh,0.44,2016-17,August
solar,Chandigarh,0.36,2016-17,December
solar,Chandigarh,0.45,2016-17,February
solar,Chandigarh,0.22,2016-17,January
solar,Chandigarh,0.3,2016-17,July
solar,Chandigarh,0.35,2016-17,June
solar,Chandigarh,0.34,2016-17,March
solar,Chandigarh,0.36,2016-17,May
solar,Chandigarh,0.25,2016-17,November
solar,Chandigarh,0.44,2016-17,October
solar,Chandigarh,0.31,2016-17,September
solar,Chandigarh,1.87,2017-18,April
solar,Chandigarh,1.06,2017-18,August
solar,Chandigarh,0.82,2017-18,December
solar,Chandigarh,1.25,2017-18,February
solar,Chandigarh,0.22,2017-18,January
solar,Chandigarh,0.29,2017-18,July
solar,Chandigarh,0.75,2017-18,June
solar,Chandigarh,0.27,2017-18,March
solar,Chandigarh,0.33,2017-18,May
solar,Chandigarh,0.22,2017-18,November
solar,Chandigarh,0.47,2017-18,October
solar,Chandigarh,0.32,2017-18,September
solar,Chandigarh,1.69,2018-19,April
solar,Chandigarh,3.49,2018-19,August
solar,Chandigarh,1.41,2018-19,December
solar,Chandigarh,1.46,2018-19,February
solar,Chandigarh,0.23,2018-19,January
solar,Chandigarh,0.26,2018-19,July
solar,Chandigarh,3.05,2018-19,June
solar,Chandigarh,0.26,2018-19,March
solar,Chandigarh,0.27,2018-19,May
solar,Chandigarh,0.66,2018-19,November
solar,Chandigarh,0.47,2018-19,October
solar,Chandigarh,0.26,2018-19,September
solar,Chandigarh,2.32,2019-20,April
solar,Chandigarh,1.48,2019-20,August
solar,Chandigarh,1.78,2019-20,December
solar,Chandigarh,1.56,2019-20,February
solar,Chandigarh,0.18,2019-20,January
solar,Chandigarh,0.23,2019-20,July
solar,Chandigarh,2.21,2019-20,June
solar,Chandigarh,1.56,2019-20,March
solar,Chandigarh,0.34,2019-20,May
solar,Chandigarh,0.24,2019-20,November
solar,Chandigarh,1.28,2019-20,October
solar,Chandigarh,0.16,2019-20,September
solar,Chandigarh,2.67,2020-21,April
solar,Chandigarh,0.28,2020-21,August
solar,Chandigarh,0.29,2020-21,December
solar,Chandigarh,1.71,2020-21,February
solar,Chandigarh,0.17,2020-21,January
solar,Chandigarh,0.28,2020-21,July
solar,Chandigarh,1.96,2020-21,June
solar,Chandigarh,1.71,2020-21,March
solar,Chandigarh,0.21,2020-21,May
solar,Chandigarh,0.29,2020-21,November
solar,Chandigarh,0.29,2020-21,October
solar,Chandigarh,0.29,2020-21,September
solar,Chandigarh,1.71,2021-22,April
solar,Chandigarh,2.53,2021-22,August
solar,Chandigarh,1.68,2021-22,December
solar,Chandigarh,0.99,2021-22,February
solar,Chandigarh,0.99,2021-22,January
solar,Chandigarh,0.24,2021-22,July
solar,Chandigarh,2.31,2021-22,June
solar,Chandigarh,0.99,2021-22,March
solar,Chandigarh,0.27,2021-22,May
solar,Chandigarh,0.22,2021-22,November
solar,Chandigarh,2.04,2021-22,October
solar,Chandigarh,0.22,2021-22,September
solar,Chandigarh,2.81,2022-23,April
solar,Chandigarh,2.16,2022-23,August
solar,Chandigarh,1.0,2022-23,December
solar,Chandigarh,1.43,2022-23,February
solar,Chandigarh,0.72,2022-23,January
solar,Chandigarh,0.2,2022-23,July
solar,Chandigarh,0.23,2022-23,June
solar,Chandigarh,1.43,2022-23,March
solar,Chandigarh,0.23,2022-23,May
solar,Chandigarh,0.2,2022-23,November
solar,Chandigarh,2.01,2022-23,October
solar,Chandigarh,0.19,2022-23,September
solar,Chandigarh,2.2,2023-24,April
solar,Chandigarh,1.24,2023-24,August
solar,Chandigarh,0.63,2023-24,December
solar,Chandigarh,0.63,2023-24,February
solar,Chandigarh,0.45,2023-24,January
solar,Chandigarh,0.59,2023-24,July
solar,Chandigarh,1.98,2023-24,June
solar,Chandigarh,0.63,2023-24,March
solar,Chandigarh,0.75,2023-24,May
solar,Chandigarh,0.63,2023-24,November
solar,Chandigarh,1.19,2023-24,October
solar,Chandigarh,0.78,2023-24,September
solar,Chandigarh,1.02,2024-25,April
solar,Chandigarh,1.27,2024-25,August
solar,Chandigarh,0.66,2024-25,December
solar,Chandigarh,0.4,2024-25,February
solar,Chandigarh,0.4,2024-25,January
solar,Chandigarh,0.68,2024-25,July
solar,Chandigarh,0.85,2024-25,June
solar,Chandigarh,0.4,2024-25,March
solar,Chandigarh,1.07,2024-25,May
solar,Chandigarh,0.44,2024-25,November
solar,Chandigarh,1.0,2024-25,October
solar,Chandigarh,0.6,2024-25,September
solar,Chandigarh,0.4,2025-26,April
solar,Chandigarh,0.83,2025-26,August
solar,Chandigarh,0.67,2025-26,December
solar,Chandigarh,0.67,2025-26,February
solar,Chandigarh,0.67,2025-26,January
solar,Chandigarh,0.63,2025-26,July
solar,Chandigarh,0.66,2025-26,June
solar,Chandigarh,0.67,2025-26,March
solar,Chandigarh,0.66,2025-26,May
solar,Chandigarh,0.42,2025-26,November
solar,Chandigarh,0.83,2025-26,October
solar,Chandigarh,0.83,2025-26,September
solar,Chandigarh,0.67,2026-27,April
solar,Chandigarh,0.0,2026-27,August
solar,Chandigarh,0.0,2026-27,December
solar,Chandigarh,0.0,2026-27,February
solar,Chandigarh,0.0,2026-27,January
solar,Chandigarh,0.0,2026-27,July
solar,Chandigarh,1.36,2026-27,June
solar,Chandigarh,0.0,2026-27,March
solar,Chandigarh,0.67,2026-27,May
solar,Chandigarh,0.0,2026-27,November
solar,Chandigarh,0.0,2026-27,October
solar,Chandigarh,0.0,2026-27,September
solar,Chhattisgarh,1.38,2015-16,April
solar,Chhattisgarh,1.11,2015-16,August
solar,Chhattisgarh,4.44,2015-16,December
solar,Chhattisgarh,7.0,2015-16,February
solar,Chhattisgarh,7.13,2015-16,January
solar,Chhattisgarh,3.15,2015-16,July
solar,Chhattisgarh,2.33,2015-16,June
solar,Chhattisgarh,10.69,2015-16,March
solar,Chhattisgarh,1.33,2015-16,May
solar,Chhattisgarh,4.57,2015-16,November
solar,Chhattisgarh,4.81,2015-16,October
solar,Chhattisgarh,4.76,2015-16,September
solar,Chhattisgarh,11.04,2016-17,April
solar,Chhattisgarh,7.39,2016-17,August
solar,Chhattisgarh,10.69,2016-17,December
solar,Chhattisgarh,11.19,2016-17,February
solar,Chhattisgarh,10.83,2016-17,January
solar,Chhattisgarh,7.41,2016-17,July
solar,Chhattisgarh,0.0,2016-17,June
solar,Chhattisgarh,12.06,2016-17,March
solar,Chhattisgarh,11.52,2016-17,May
solar,Chhattisgarh,10.55,2016-17,November
solar,Chhattisgarh,10.68,2016-17,October
solar,Chhattisgarh,7.57,2016-17,September
solar,Chhattisgarh,11.91,2017-18,April
solar,Chhattisgarh,8.16,2017-18,August
solar,Chhattisgarh,10.63,2017-18,December
solar,Chhattisgarh,10.28,2017-18,February
solar,Chhattisgarh,10.64,2017-18,January
solar,Chhattisgarh,7.77,2017-18,July
solar,Chhattisgarh,8.83,2017-18,June
solar,Chhattisgarh,29.78,2017-18,March
solar,Chhattisgarh,10.2,2017-18,May
solar,Chhattisgarh,9.53,2017-18,November
solar,Chhattisgarh,9.84,2017-18,October
solar,Chhattisgarh,8.97,2017-18,September
solar,Chhattisgarh,31.71,2018-19,April
solar,Chhattisgarh,17.91,2018-19,August
solar,Chhattisgarh,23.06,2018-19,December
solar,Chhattisgarh,31.17,2018-19,February
solar,Chhattisgarh,29.55,2018-19,January
solar,Chhattisgarh,19.83,2018-19,July
solar,Chhattisgarh,28.25,2018-19,June
solar,Chhattisgarh,31.47,2018-19,March
solar,Chhattisgarh,32.1,2018-19,May
solar,Chhattisgarh,30.3,2018-19,November
solar,Chhattisgarh,32.54,2018-19,October
solar,Chhattisgarh,27.26,2018-19,September
solar,Chhattisgarh,34.81,2019-20,April
solar,Chhattisgarh,24.0,2019-20,August
solar,Chhattisgarh,27.81,2019-20,December
solar,Chhattisgarh,29.42,2019-20,February
solar,Chhattisgarh,30.38,2019-20,January
solar,Chhattisgarh,24.58,2019-20,July
solar,Chhattisgarh,30.86,2019-20,June
solar,Chhattisgarh,33.28,2019-20,March
solar,Chhattisgarh,11.63,2019-20,May
solar,Chhattisgarh,30.61,2019-20,November
solar,Chhattisgarh,28.39,2019-20,October
solar,Chhattisgarh,20.65,2019-20,September
solar,Chhattisgarh,33.14,2020-21,April
solar,Chhattisgarh,21.96,2020-21,August
solar,Chhattisgarh,33.28,2020-21,December
solar,Chhattisgarh,34.95,2020-21,February
solar,Chhattisgarh,33.08,2020-21,January
solar,Chhattisgarh,27.28,2020-21,July
solar,Chhattisgarh,24.91,2020-21,June
solar,Chhattisgarh,34.95,2020-21,March
solar,Chhattisgarh,35.18,2020-21,May
solar,Chhattisgarh,32.95,2020-21,November
solar,Chhattisgarh,29.86,2020-21,October
solar,Chhattisgarh,29.23,2020-21,September
solar,Chhattisgarh,29.53,2021-22,April
solar,Chhattisgarh,35.53,2021-22,August
solar,Chhattisgarh,37.22,2021-22,December
solar,Chhattisgarh,44.13,2021-22,February
solar,Chhattisgarh,36.53,2021-22,January
solar,Chhattisgarh,26.37,2021-22,July
solar,Chhattisgarh,29.12,2021-22,June
solar,Chhattisgarh,48.89,2021-22,March
solar,Chhattisgarh,37.46,2021-22,May
solar,Chhattisgarh,35.41,2021-22,November
solar,Chhattisgarh,43.4,2021-22,October
solar,Chhattisgarh,32.96,2021-22,September
solar,Chhattisgarh,43.5,2022-23,April
solar,Chhattisgarh,39.54,2022-23,August
solar,Chhattisgarh,60.37,2022-23,December
solar,Chhattisgarh,77.82,2022-23,February
solar,Chhattisgarh,71.54,2022-23,January
solar,Chhattisgarh,30.73,2022-23,July
solar,Chhattisgarh,39.36,2022-23,June
solar,Chhattisgarh,74.63,2022-23,March
solar,Chhattisgarh,46.1,2022-23,May
solar,Chhattisgarh,52.21,2022-23,November
solar,Chhattisgarh,55.64,2022-23,October
solar,Chhattisgarh,43.98,2022-23,September
solar,Chhattisgarh,72.1,2023-24,April
solar,Chhattisgarh,58.49,2023-24,August
solar,Chhattisgarh,84.92,2023-24,December
solar,Chhattisgarh,111.53,2023-24,February
solar,Chhattisgarh,78.92,2023-24,January
solar,Chhattisgarh,57.22,2023-24,July
solar,Chhattisgarh,64.26,2023-24,June
solar,Chhattisgarh,131.0,2023-24,March
solar,Chhattisgarh,40.36,2023-24,May
solar,Chhattisgarh,57.75,2023-24,November
solar,Chhattisgarh,93.03,2023-24,October
solar,Chhattisgarh,94.17,2023-24,September
solar,Chhattisgarh,136.83,2024-25,April
solar,Chhattisgarh,98.3,2024-25,August
solar,Chhattisgarh,123.88,2024-25,December
solar,Chhattisgarh,154.08,2024-25,February
solar,Chhattisgarh,128.63,2024-25,January
solar,Chhattisgarh,86.79,2024-25,July
solar,Chhattisgarh,122.75,2024-25,June
solar,Chhattisgarh,155.01,2024-25,March
solar,Chhattisgarh,153.53,2024-25,May
solar,Chhattisgarh,114.47,2024-25,November
solar,Chhattisgarh,127.78,2024-25,October
solar,Chhattisgarh,121.23,2024-25,September
solar,Chhattisgarh,163.87,2025-26,April
solar,Chhattisgarh,93.59,2025-26,August
solar,Chhattisgarh,186.41,2025-26,December
solar,Chhattisgarh,199.63,2025-26,February
solar,Chhattisgarh,193.15,2025-26,January
solar,Chhattisgarh,91.9,2025-26,July
solar,Chhattisgarh,139.96,2025-26,June
solar,Chhattisgarh,241.25,2025-26,March
solar,Chhattisgarh,152.92,2025-26,May
solar,Chhattisgarh,170.32,2025-26,November
solar,Chhattisgarh,127.55,2025-26,October
solar,Chhattisgarh,152.62,2025-26,September
solar,Chhattisgarh,228.01,2026-27,April
solar,Chhattisgarh,0.0,2026-27,August
solar,Chhattisgarh,0.0,2026-27,December
solar,Chhattisgarh,0.0,2026-27,February
solar,Chhattisgarh,0.0,2026-27,January
solar,Chhattisgarh,99.31,2026-27,July
solar,Chhattisgarh,222.16,2026-27,June
solar,Chhattisgarh,0.0,2026-27,March
solar,Chhattisgarh,241.36,2026-27,May
solar,Chhattisgarh,0.0,2026-27,November
solar,Chhattisgarh,0.0,2026-27,October
solar,Chhattisgarh,0.0,2026-27,September
solar,Dadra and Nagar Haveli and Daman and Diu,0.1,2015-16,April
solar,Dadra and Nagar Haveli and Daman and Diu,0.28,2015-16,August
solar,Dadra and Nagar Haveli and Daman and Diu,0.53,2015-16,December
solar,Dadra and Nagar Haveli and Daman and Diu,0.68,2015-16,February
solar,Dadra and Nagar Haveli and Daman and Diu,0.63,2015-16,January
solar,Dadra and Nagar Haveli and Daman and Diu,0.28,2015-16,July
solar,Dadra and Nagar Haveli and Daman and Diu,0.19,2015-16,June
solar,Dadra and Nagar Haveli and Daman and Diu,0.7,2015-16,March
solar,Dadra and Nagar Haveli and Daman and Diu,0.11,2015-16,May
solar,Dadra and Nagar Haveli and Daman and Diu,0.52,2015-16,November
solar,Dadra and Nagar Haveli and Daman and Diu,0.37,2015-16,October
solar,Dadra and Nagar Haveli and Daman and Diu,0.36,2015-16,September
solar,Dadra and Nagar Haveli and Daman and Diu,1.05,2016-17,April
solar,Dadra and Nagar Haveli and Daman and Diu,0.99,2016-17,August
solar,Dadra and Nagar Haveli and Daman and Diu,1.63,2016-17,December
solar,Dadra and Nagar Haveli and Daman and Diu,1.75,2016-17,February
solar,Dadra and Nagar Haveli and Daman and Diu,1.65,2016-17,January
solar,Dadra and Nagar Haveli and Daman and Diu,0.92,2016-17,July
solar,Dadra and Nagar Haveli and Daman and Diu,0.61,2016-17,June
solar,Dadra and Nagar Haveli and Daman and Diu,2.08,2016-17,March
solar,Dadra and Nagar Haveli and Daman and Diu,0.6,2016-17,May
solar,Dadra and Nagar Haveli and Daman and Diu,1.64,2016-17,November
solar,Dadra and Nagar Haveli and Daman and Diu,1.4,2016-17,October
solar,Dadra and Nagar Haveli and Daman and Diu,1.4,2016-17,September
solar,Dadra and Nagar Haveli and Daman and Diu,2.25,2017-18,April
solar,Dadra and Nagar Haveli and Daman and Diu,1.62,2017-18,August
solar,Dadra and Nagar Haveli and Daman and Diu,1.75,2017-18,December
solar,Dadra and Nagar Haveli and Daman and Diu,2.32,2017-18,February
solar,Dadra and Nagar Haveli and Daman and Diu,2.1,2017-18,January
solar,Dadra and Nagar Haveli and Daman and Diu,1.32,2017-18,July
solar,Dadra and Nagar Haveli and Daman and Diu,1.84,2017-18,June
solar,Dadra and Nagar Haveli and Daman and Diu,2.49,2017-18,March
solar,Dadra and Nagar Haveli and Daman and Diu,2.37,2017-18,May
solar,Dadra and Nagar Haveli and Daman and Diu,2.07,2017-18,November
solar,Dadra and Nagar Haveli and Daman and Diu,2.1,2017-18,October
solar,Dadra and Nagar Haveli and Daman and Diu,1.84,2017-18,September
solar,Dadra and Nagar Haveli and Daman and Diu,2.56,2018-19,April
solar,Dadra and Nagar Haveli and Daman and Diu,1.38,2018-19,August
solar,Dadra and Nagar Haveli and Daman and Diu,1.97,2018-19,December
solar,Dadra and Nagar Haveli and Daman and Diu,2.43,2018-19,February
solar,Dadra and Nagar Haveli and Daman and Diu,2.33,2018-19,January
solar,Dadra and Nagar Haveli and Daman and Diu,0.81,2018-19,July
solar,Dadra and Nagar Haveli and Daman and Diu,1.8,2018-19,June
solar,Dadra and Nagar Haveli and Daman and Diu,2.95,2018-19,March
solar,Dadra and Nagar Haveli and Daman and Diu,2.36,2018-19,May
solar,Dadra and Nagar Haveli and Daman and Diu,1.98,2018-19,November
solar,Dadra and Nagar Haveli and Daman and Diu,2.12,2018-19,October
solar,Dadra and Nagar Haveli and Daman and Diu,2.01,2018-19,September
solar,Dadra and Nagar Haveli and Daman and Diu,2.82,2019-20,April
solar,Dadra and Nagar Haveli and Daman and Diu,1.71,2019-20,August
solar,Dadra and Nagar Haveli and Daman and Diu,2.7,2019-20,December
solar,Dadra and Nagar Haveli and Daman and Diu,2.69,2019-20,February
solar,Dadra and Nagar Haveli and Daman and Diu,2.57,2019-20,January
solar,Dadra and Nagar Haveli and Daman and Diu,1.73,2019-20,July
solar,Dadra and Nagar Haveli and Daman and Diu,1.84,2019-20,June
solar,Dadra and Nagar Haveli and Daman and Diu,2.79,2019-20,March
solar,Dadra and Nagar Haveli and Daman and Diu,2.78,2019-20,May
solar,Dadra and Nagar Haveli and Daman and Diu,2.29,2019-20,November
solar,Dadra and Nagar Haveli and Daman and Diu,2.42,2019-20,October
solar,Dadra and Nagar Haveli and Daman and Diu,1.69,2019-20,September
solar,Dadra and Nagar Haveli and Daman and Diu,3.21,2020-21,April
solar,Dadra and Nagar Haveli and Daman and Diu,1.85,2020-21,August
solar,Dadra and Nagar Haveli and Daman and Diu,2.95,2020-21,December
